year,parent_entity,Stock Ticker,US_Company,parent_type,reporting_entity,commodity,production_value,production_unit,product_emissions_MtCO2,flaring_emissions_MtCO2,venting_emissions_MtCO2,own_fuel_use_emissions_MtCO2,fugitive_methane_emissions_MtCO2e,total_operational_emissions_MtCO2e,total_emissions_MtCO2e,source
1996,EQT Corporation,EQT,1,Investor-owned Company,Equitable Resources,Natural Gas,57.295,Bcf/yr,3.061486706,0.005313406,0.08735562,0.175314156,0.846785027,1.11476821,4.176254916,"EQT / Equitable resources Form 10-K for 1997, Item 2. https://www.sec.gov/Archives/edgar/data/33213/0000033213-98-000006.txt"
1997,EQT Corporation,EQT,1,Investor-owned Company,Equitable Resources,Natural Gas,56.693,Bcf/yr,3.029319589,0.005257578,0.086437772,0.173472126,0.837887836,1.103055312,4.132374901,"EQT / Equitable resources Form 10-K for 1997, Item 2. https://www.sec.gov/Archives/edgar/data/33213/0000033213-98-000006.txt"
1998,EQT Corporation,EQT,1,Investor-owned Company,Equitable Resources,Natural Gas,30.869,Bcf/yr,1.649446429,0.00286272,0.047064851,0.094454537,0.456224924,0.600607031,2.25005346,"EQT / Equitable resources Form 10-K for 2003, page 19."
1999,EQT Corporation,EQT,1,Investor-owned Company,Equitable Resources,Natural Gas,30.844,Bcf/yr,1.648110585,0.002860401,0.047026734,0.094378041,0.455855439,0.600120615,2.2482312,"EQT / Equitable resources Form 10-K for 2003, page 19."
2000,EQT Corporation,EQT,1,Investor-owned Company,Equitable Resources,Natural Gas,66.356,Bcf/yr,3.545649915,0.006153702,0.1011706,0.203039465,0.980701061,1.291064828,4.836714743,"EQT / Equitable resources Form 10-K for 2003, page 19."
2001,EQT Corporation,EQT,1,Investor-owned Company,Equitable Resources,Natural Gas,61.67,Bcf/yr,3.295259363,0.005719134,0.094026024,0.188701004,0.911444849,1.199891011,4.495150374,EQT / Equitable resources Form 10-K for 2003.
2002,EQT Corporation,EQT,1,Investor-owned Company,Equitable Resources,Natural Gas,61.719,Bcf/yr,3.297877616,0.005723678,0.094100733,0.188850937,0.912169039,1.200844386,4.498722003,EQT / Equitable resources Form 10-K for 2003.
2003,EQT Corporation,EQT,1,Investor-owned Company,Equitable Resources,Natural Gas,64.306,Bcf/yr,3.436110728,0.00596359,0.098045039,0.196766771,0.950403315,1.251178715,4.687289443,EQT / Equitable resources Form 10-K for 2003.
2004,EQT Corporation,EQT,1,Investor-owned Company,Equitable Resources,Natural Gas,67.731,Bcf/yr,3.619121321,0.006281217,0.103267013,0.20724676,1.001022719,1.317817708,4.93693903,"EQT / Equitable resources Form 10-K for 2006, page 30."
2005,EQT Corporation,EQT,1,Investor-owned Company,Equitable Resources,Natural Gas,73.909,Bcf/yr,3.949235029,0.00685415,0.112686386,0.226150519,1.092329777,1.438020833,5.387255861,"EQT / Equitable resources Form 10-K for 2006, page 30."
2006,EQT Corporation,EQT,1,Investor-owned Company,Equitable Resources,Natural Gas,76.156,Bcf/yr,4.069300665,0.007062532,0.116112306,0.233026004,1.125539062,1.481739903,5.551040568,"EQT Form 10-K for 2008, page 29."
2007,EQT Corporation,EQT,1,Investor-owned Company,Equitable Resources,Natural Gas,77.079,Bcf/yr,4.118620016,0.007148129,0.117519571,0.235850246,1.139180436,1.499698382,5.618318399,"EQT Form 10-K for 2008, page 29."
2008,EQT Corporation,EQT,1,Investor-owned Company,Equitable Resources,Natural Gas,77.503,Bcf/yr,4.141275926,0.007187449,0.118166028,0.237147623,1.145446897,1.507947998,5.649223924,"EQT Form 10-K for 2008, page 29."
2009,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,90.951,Bcf/yr,4.859852996,0.008434586,0.138669709,0.278296498,1.344200105,1.769600898,6.629453894,"EQT Form 10-K for 2012, page 31"
2010,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,123.442,Bcf/yr,6.595968968,0.011447726,0.188207565,0.377714113,1.824397196,2.4017666,8.997735567,"EQT Form 10-K for 2012, page 34."
2011,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,181.566,Bcf/yr,9.701752253,0.016838012,0.276827131,0.555564886,2.683434335,3.532664364,13.23441662,"EQT Form 10-K for 2012, page 34."
2011,EQT Corporation,EQT,1,Investor-owned Company,Rice Energy,Natural Gas,4.089,Bcf/yr,0.218490604,0.000379204,0.006234351,0.01251173,0.060432917,0.079558202,0.298048806,"Rice Energy 10-K 2013, page 19."
2012,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,243.886,Bcf/yr,13.03174355,0.022617425,0.371844187,0.746254793,3.604485786,4.745202191,17.77694574,"EQT Form 10-K for 2012, page 34."
2012,EQT Corporation,EQT,1,Investor-owned Company,Rice Energy,Natural Gas,13.065,Bcf/yr,0.698111944,0.001211618,0.019919734,0.039976952,0.193092702,0.254201006,0.95231295,"Rice Energy 10-K 2013, page 19."
2013,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,348.693,Bcf/yr,18.63197459,0.032336984,0.531639639,1.066948585,5.153469089,6.784394298,25.41636889,"EQT Corp Form 10-K for 2018, page 45. https://ir.eqt.com/sites/eqt.investorhq.businesswire.com/files/doc_library/file/EQT_Form_10-K_2018.pdf"
2013,EQT Corporation,EQT,1,Investor-owned Company,Rice Energy,Natural Gas,45.881,Bcf/yr,2.451593884,0.004254898,0.069953106,0.140389018,0.678093094,0.892690116,3.344284,"Rice Energy 10-K 2013, page 19."
2014,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,432.98,Bcf/yr,23.13574508,0.040153566,0.660148988,1.324854236,6.399179354,8.424336144,31.56008122,"EQT Corp Form 10-K for 2018, page 45. https://ir.eqt.com/sites/eqt.investorhq.businesswire.com/files/doc_library/file/EQT_Form_10-K_2018.pdf"
2014,EQT Corporation,EQT,1,Investor-owned Company,Rice Energy,Natural Gas,95.96786,Bcf/yr,5.127922639,0.008899838,0.146318734,0.293647341,1.418346225,1.867212138,6.995134778,"Rice Energy 10-K 2017, page 40."
2015,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,547.094,Bcf/yr,29.23328402,0.050736235,0.834134487,1.67402606,8.085714419,10.6446112,39.87789522,"EQT Corp Form 10-K for 2018, page 45. https://ir.eqt.com/sites/eqt.investorhq.businesswire.com/files/doc_library/file/EQT_Form_10-K_2018.pdf"
2015,EQT Corporation,EQT,1,Investor-owned Company,Rice Energy,Natural Gas,198.687794,Bcf/yr,10.61663391,0.018425848,0.302932112,0.607955022,2.93648397,3.865796952,14.48243086,"Rice Energy 10-K 2017, page 40."
2016,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,683.495,Bcf/yr,36.52170096,0.063385749,1.042100172,2.091392781,10.1016377,13.2985164,49.82021736,"EQT Corp Form 10-K for 2018, page 45. https://ir.eqt.com/sites/eqt.investorhq.businesswire.com/files/doc_library/file/EQT_Form_10-K_2018.pdf"
2016,EQT Corporation,EQT,1,Investor-owned Company,Rice Energy,Natural Gas,300.706545,Bcf/yr,16.06787835,0.027886831,0.458476422,0.920117188,4.444258659,5.850739101,21.91861745,"Rice Energy 10-K 2017, page 40."
2017,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,774.076,Bcf/yr,41.36178347,0.071786022,1.180205755,2.368557134,11.44036943,15.06091834,56.42270181,"EQT Corp Form 10-K for 2018, page 45. https://ir.eqt.com/sites/eqt.investorhq.businesswire.com/files/doc_library/file/EQT_Form_10-K_2018.pdf"
2018,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,1386.718,Bcf/yr,74.09754293,0.128601028,2.114278913,4.2431503,20.49484317,26.98087341,101.0784163,"EQT Corp Form 10-K for 2018, page 45. https://ir.eqt.com/sites/eqt.investorhq.businesswire.com/files/doc_library/file/EQT_Form_10-K_2018.pdf"
2019,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,1435.134,Bcf/yr,76.68459137,0.133091016,2.188097042,4.391296041,21.21040201,27.92288611,104.6074775,"EQT Corp Form 10-K for 2020, page 46."
2020,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,1418.774,Bcf/yr,75.81041522,0.131573827,2.16315354,4.34123688,20.96861123,27.60457547,103.4149907,"EQT Corp Form 10-K for 2021, page 48."
2021,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,1746.317,Bcf/yr,93.312266,0.16194941,2.662546537,5.343469619,25.80949626,33.97746183,127.2897278,"EQT Corp Form 10-K for 2021, page 48."
2022,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,1842.044,Bcf/yr,98.42731859,0.170826911,2.808498041,5.636379964,27.22428272,35.83998764,134.2673062,"EQT Corp Form 10-K for 2022, page 47."
2023,EQT Corporation,EQT,1,Investor-owned Company,EQT Corporation,Natural Gas,1907.343,Bcf/yr,101.916489,0.176882589,2.908057071,5.836185167,28.18936197,37.1104868,139.0269758,"EQT Corp Form 10-K for 2023, page 51."
1994,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,12.577,Bcf/yr,0.672036274,0.001166362,0.019175698,0.038483745,0.185880361,0.244706166,0.91674244,"St. Mary Land & Exploration Company 1996 10-K, page 27."
1995,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,12.434,Bcf/yr,0.664395248,0.0011531,0.018957671,0.038046186,0.183766909,0.241923866,0.906319114,"St. Mary Land & Exploration Company 1996 10-K, page 27."
1996,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,15.563,Bcf/yr,0.831589451,0.001443277,0.023728345,0.047620459,0.230011613,0.302803694,1.134393145,"St. Mary Land & Exploration Company 1996 10-K, page 27."
1997,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,22.9,Bcf/yr,1.223632875,0.002123693,0.034914804,0.070070585,0.338447982,0.445557064,1.669189939,"St. Mary Land & Exploration Company 1999 10-K, page 27."
1998,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,25.44,Bcf/yr,1.3593546,0.002359247,0.03878745,0.077842607,0.375987627,0.494976931,1.854331531,"St. Mary Land & Exploration Company 1999 10-K, page 27."
1999,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,22.805,Bcf/yr,1.218556669,0.002114883,0.034769961,0.069779899,0.33704394,0.443708683,1.662265352,"St. Mary Land & Exploration Company 1999 10-K, page 27."
2000,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,38.346,Bcf/yr,2.048970578,0.00355612,0.058464763,0.117333042,0.566730407,0.746084331,2.795054909,"St. Mary Land & Exploration Company 2004 10-K, page 35."
2001,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,39.491,Bcf/yr,2.110152221,0.003662304,0.060210503,0.120836571,0.583652806,0.768362185,2.878514406,"St. Mary Land & Exploration Company 2004 10-K, page 35."
2002,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,38.164,Bcf/yr,2.039245635,0.003539241,0.058187274,0.116776149,0.564040558,0.742543223,2.781788858,"St. Mary Land & Exploration Company 2004 10-K, page 35."
2003,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,49.663,Bcf/yr,2.653680326,0.004605632,0.075719385,0.151961375,0.733988739,0.96627513,3.619955457,"St. Mary Land & Exploration Company 2005 10-K, page 25."
2004,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,46.598,Bcf/yr,2.489905883,0.004321391,0.07104629,0.142582932,0.688689915,0.906640528,3.39654641,"St. Mary Land & Exploration Company 2005 10-K, page 25."
2005,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,51.808,Bcf/yr,2.76829572,0.004804554,0.078989789,0.158524755,0.765690526,1.008009624,3.776305344,"St. Mary Land & Exploration Company 2005 10-K, page 25."
2006,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,56.4,Bcf/yr,3.0136635,0.005230406,0.085991046,0.17257559,0.833557475,1.097354516,4.111018016,"St. Mary Land & Exploration Company 2007 10-K, page 10."
2007,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,66.1,Bcf/yr,3.531970875,0.006129961,0.100780286,0.202256144,0.976917537,1.286083928,4.818054803,"St. Mary Land & Exploration Company 2007 10-K, page 10."
2008,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,74.9,Bcf/yr,4.002187875,0.006946053,0.114197328,0.229182831,1.10697615,1.457302363,5.459490238,"SM Energy 2010 10-K, page 11."
2009,SM Energy,SM,1,Investor-owned Company,St. Mary Land & Exploration Company,Natural Gas,71.1,Bcf/yr,3.799139625,0.00659365,0.108403605,0.217555398,1.050814477,1.38336713,5.182506755,"SM Energy 2010 10-K, page 11."
2010,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,71.9,Bcf/yr,3.841886625,0.00666784,0.109623336,0.220003279,1.062637987,1.398932442,5.240819067,"SM Energy 2010 10-K, page 11."
2011,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,100.3,Bcf/yr,5.359405125,0.009301591,0.152923792,0.306903044,1.482372602,1.951501028,7.310906153,"SM Energy 2013 10-K, page 12."
2012,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,120,Bcf/yr,6.41205,0.011128523,0.182959671,0.367182106,1.773526543,2.334796843,8.746846843,"SM Energy 2013 10-K, page 12."
2013,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,149.3,Bcf/yr,7.977658875,0.013845738,0.227632324,0.456835737,2.206562607,2.904876406,10.88253528,"SM Energy 2013 10-K, page 12."
2014,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,152.9,Bcf/yr,8.170020375,0.014179593,0.233121115,0.4678512,2.259768403,2.974920311,11.14494069,"SM Energy 2016 10-K, page 13."
2015,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,173.6,Bcf/yr,9.276099,0.016099263,0.264681658,0.531190114,2.565701732,3.377672767,12.65377177,"SM Energy 2016 10-K, page 13."
2016,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,146.9,Bcf/yr,7.849417875,0.013623167,0.223973131,0.449492095,2.171092076,2.858180469,10.70759834,"SM Energy 2016 10-K, page 13."
2017,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,123,Bcf/yr,6.57235125,0.011406736,0.187533663,0.376361659,1.817864706,2.393166765,8.965518015,"SM Energy 2019 10-K, page 13."
2018,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,103.2,Bcf/yr,5.514363,0.00957053,0.157345317,0.315776611,1.525232827,2.007925285,7.522288285,"SM Energy 2019 10-K, page 13."
2019,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,109.8,Bcf/yr,5.86702575,0.010182599,0.167408099,0.335971627,1.622776787,2.136339112,8.003364862,"SM Energy 2019 10-K, page 13."
2020,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,103.9,Bcf/yr,5.551766625,0.009635446,0.158412582,0.317918507,1.535578398,2.021544934,7.573311559,"SM Energy 2022 10-K, page 44."
2021,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,108.4,Bcf/yr,5.7922185,0.010052766,0.16527357,0.331687836,1.602085644,2.109099815,7.901318315,"SM Energy 2022 10-K, page 44."
2022,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,125.9,Bcf/yr,6.727309125,0.011675676,0.191955189,0.385235226,1.860724931,2.449591022,9.176900147,"SM Energy 2022 10-K, page 44."
2023,SM Energy,SM,1,Investor-owned Company,SM Energy,Natural Gas,132.4,Bcf/yr,7.0746285,0.012278471,0.201865504,0.405124257,1.956790952,2.576059184,9.650687684,"SM Energy 2023 10-K, page 45."
2000,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,24.9,Bcf/yr,1.330500375,0.002309169,0.037964132,0.076190287,0.368006758,0.484470345,1.81497072,"CONSOL (2005) Annual Report 2004, p. 11."
2001,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,33.92,Bcf/yr,1.8124728,0.003145663,0.0517166,0.103790142,0.501316836,0.659969241,2.472442041,"CONSOL (2005) Annual Report 2004, p. 11."
2002,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,41.3,Bcf/yr,2.206813875,0.003830067,0.06296862,0.126371842,0.610388718,0.803559247,3.010373122,"CONSOL (2005) Annual Report 2004, p. 11."
2003,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,44.46,Bcf/yr,2.375664525,0.004123118,0.067786558,0.13604097,0.657091584,0.86504223,3.240706755,"CONSOL (2005) Annual Report 2004, p. 11."
2004,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,54.6,Bcf/yr,2.91748275,0.005063478,0.08324665,0.167067858,0.806954577,1.062332564,3.979815314,"CONSOL (2005) Annual Report 2004, p. 11."
2005,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,54.4,Bcf/yr,2.906796,0.00504493,0.082941718,0.166455888,0.803998699,1.058441236,3.965237236,"CONSOL Energy (2009) SEC Form 10-K , page 5."
2006,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,56.1,Bcf/yr,2.997633375,0.005202585,0.085533646,0.171657635,0.829123659,1.091517524,4.089150899,"CONSOL Energy (2009) SEC Form 10-K , page 5."
2007,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,58.3,Bcf/yr,3.115187625,0.005406607,0.088887907,0.178389307,0.861638312,1.134322133,4.249509758,"CONSOL Energy (2009) SEC Form 10-K , page 5."
2008,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,89.79,Bcf/yr,4.797816413,0.008326917,0.136899574,0.274744011,1.327041236,1.747011738,6.544828151,"CONSOL Energy (2009) SEC Form 10-K , page 5."
2009,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,94.415,Bcf/yr,5.044947506,0.008755829,0.143951145,0.288895821,1.395395904,1.8369987,6.881946206,"CONSOL Energy10-K 2011, page 26."
2010,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,127.875,Bcf/yr,6.832840781,0.011858832,0.1949664,0.391278432,1.889914222,2.488017886,9.320858668,"CONSOL Energy10-K 2011, page 26."
2011,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,153.504,Bcf/yr,8.20229436,0.014235607,0.234042012,0.46969935,2.268695153,2.986672122,11.18896648,"CONSOL Energy10-K 2011, page 26."
2012,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,155.052,Bcf/yr,8.285009805,0.014379165,0.236402191,0.474435999,2.291573646,3.016791001,11.30180081,"CONSOL Energy Annual Report 2014 , page 13."
2013,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,168.737,Bcf/yr,9.016250674,0.01564828,0.257267217,0.516310059,2.493829569,3.283055125,12.2993058,"CONSOL Energy Annual Report 2014 , page 13."
2014,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,216.257,Bcf/yr,11.55542247,0.020055175,0.329719247,0.661714173,3.196146079,4.207634675,15.76305715,"Consol Energy 2016 Annual Report, page 12."
2015,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,287.287,Bcf/yr,15.35082174,0.026642334,0.438016126,0.879055381,4.245925999,5.58963984,20.94046158,"Consol Energy 2016 Annual Report, page 12."
2016,CONSOL Energy,CEIX,1,Investor-owned Company,CONSOL Energy,Natural Gas,348.753,Bcf/yr,18.63518061,0.032342549,0.531731119,1.067132176,5.154355853,6.785561696,25.42074231,"Consol Energy 2016 Annual Report, page 12."
1992,Chevron,CVX,1,Investor-owned Company,Noble Affiliates,Natural Gas,75.139423,Bcf/yr,4.014981144,0.006968257,0.114562368,0.22991543,1.110514676,1.46196073,5.476941874,"Noble Affiliates Inc (Samedan Oil) Form 10-K for 1993, page 4."
1993,Chevron,CVX,1,Investor-owned Company,Noble Affiliates,Natural Gas,73.292461,Bcf/yr,3.916291038,0.006796974,0.111746371,0.224264002,1.083217708,1.426025055,5.342316093,"Noble Affiliates Inc (Samedan Oil) Form 10-K for 1993, page 4."
1994,Chevron,CVX,1,Investor-owned Company,Noble Affiliates,Natural Gas,87.729371,Bcf/yr,4.687709278,0.008135819,0.133757807,0.268438794,1.2965864,1.706918821,6.394628098,"Noble Affiliates Inc (Samedan Oil) Form 10-K for 1995, page 4."
1995,Chevron,CVX,1,Investor-owned Company,Noble Affiliates,Natural Gas,96.984816,Bcf/yr,5.182262412,0.008994148,0.147869251,0.296759075,1.433376212,1.886998685,7.069261097,"Noble Affiliates Inc (Samedan Oil) Form 10-K for 1995, page 4."
1996,Chevron,CVX,1,Investor-owned Company,Noble Affiliates,Natural Gas,171.8,Bcf/yr,9.17991825,0.015932336,0.261937263,0.525682382,2.539098834,3.342650814,12.52256906,"Noble Affiliates Form 10-K for 1997, page 6."
1997,Chevron,CVX,1,Investor-owned Company,Noble Affiliates,Natural Gas,206.4,Bcf/yr,11.028726,0.01914106,0.314690635,0.631553223,3.050465653,4.015850571,15.04457657,"Noble Affiliates Form 10-K for 1997, page 6."
1998,Chevron,CVX,1,Investor-owned Company,Noble Affiliates,Natural Gas,206.8,Bcf/yr,11.0500995,0.019178155,0.3153005,0.632777163,3.056377408,4.023633227,15.07373273,Noble Affiliates Form 10-K for 1999.
1999,Chevron,CVX,1,Investor-owned Company,Noble Affiliates,Natural Gas,166.1,Bcf/yr,8.875345875,0.015403731,0.253246678,0.508241232,2.454856323,3.231747964,12.10709384,Noble Affiliates Form 10-K for 1999.
2000,Chevron,CVX,1,Investor-owned Company,Noble Affiliates,Natural Gas,148.7,Bcf/yr,7.945598625,0.013790095,0.226717526,0.454999827,2.197694974,2.893202422,10.83880105,"Noble Affiliates Form 10-K for 2001, page 6."
2001,Chevron,CVX,1,Investor-owned Company,Noble Affiliates,Natural Gas,154.2,Bcf/yr,8.23948425,0.014300152,0.235103178,0.471829007,2.278981607,3.000213944,11.23969819,"Noble Affiliates Form 10-K for 2001, page 6."
2002,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,124.465,Bcf/yr,6.650631694,0.011542597,0.189767296,0.38084434,1.839516509,2.421670743,9.072302436,"Noble Affiliates Inc Form 10-K for 2004, page 23."
2003,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,122.859,Bcf/yr,6.564817091,0.01139366,0.187318686,0.37593022,1.815780813,2.390423378,8.955240469,"Noble Affiliates Inc Form 10-K for 2004, page 23."
2004,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,133.955,Bcf/yr,7.157717981,0.012422678,0.204236357,0.409882325,1.9797729,2.60631426,9.764032241,"Noble Affiliates Inc Form 10-K for 2004, page 23."
2005,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,185.491175,Bcf/yr,9.911489072,0.017202024,0.282811704,0.567575336,2.741446019,3.609035082,13.52052415,"Noble Form 10-K for 2007, page 41."
2006,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,227.368355,Bcf/yr,12.14914384,0.021085617,0.346660329,0.695713262,3.360365105,4.423824313,16.57296815,"Noble Form 10-K for 2007, page 41."
2007,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,250.91706,Bcf/yr,13.40743945,0.023269469,0.38256419,0.767768788,3.708400549,4.882002997,18.28944245,"Noble Form 10-K for 2007, page 41."
2008,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,279.955,Bcf/yr,14.95904548,0.025962381,0.42683729,0.856620555,4.137563527,5.446983752,20.40602923,"Noble Energy AnnRpt and 10-K for 2010, page 49."
2009,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,285.065,Bcf/yr,15.23209194,0.02643627,0.434628323,0.872256393,4.213086199,5.546407185,20.77849913,"Noble Energy AnnRpt and 10-K for 2010, page 49."
2010,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,287.255,Bcf/yr,15.34911186,0.026639366,0.437967337,0.878957466,4.245453058,5.589017227,20.93812908,"Noble Energy AnnRpt and 10-K for 2010, page 49."
2011,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,294.19,Bcf/yr,15.71967491,0.027282502,0.448540881,0.900177532,4.347948113,5.723949028,21.44362394,"Noble Annual Report 2015, page 6."
2012,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,282.51,Bcf/yr,15.09556871,0.026199326,0.430732806,0.864438474,4.175324863,5.496695469,20.59226418,"Noble Annual Report 2015, page 6."
2013,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,328.865,Bcf/yr,17.57249019,0.030498181,0.501408603,1.006277861,4.860423387,6.398608033,23.97109823,"Noble Annual Report 2015, page 6."
2014,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,362.08,Bcf/yr,19.3472922,0.033578464,0.552050315,1.107910809,5.351320755,7.044860342,26.39215254,"Noble Annual Report 2015, page 6."
2015,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,433.255,Bcf/yr,23.15043936,0.040179069,0.66056827,1.325695695,6.403243685,8.42968672,31.58012608,"Noble Energy AnnRpt 2018, page 8."
2016,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,509.905,Bcf/yr,27.24613629,0.047287413,0.77743376,1.560233266,7.536083764,9.921038204,37.1671745,"Noble Energy AnnRpt 2018, page 8."
2017,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,408.07,Bcf/yr,21.80471036,0.03784347,0.622169609,1.248633351,6.031024802,7.939671232,29.74438159,"Noble Energy AnnRpt 2018, page 8."
2018,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,336.53,Bcf/yr,17.98205989,0.031209016,0.513095152,1.029731618,4.973707395,6.547743181,24.52980307,"Noble Energy AnnRpt 2018, page 8."
2019,Chevron,CVX,1,Investor-owned Company,Noble Energy,Natural Gas,337.625,Bcf/yr,18.04056984,0.031310564,0.514764659,1.033082155,4.989890825,6.569048202,24.60961805,"Noble Energy AnnRpt 2019, page 6."
1994,Chesapeake Energy,CHK,1,Investor-owned Company,Chesapeake Energy,Oil & NGL,0.537,Million bbl/yr,0.19945663,0.003180263,0.000764436,0,0.010742402,0.014687101,0.214143731,"Chesapeake Energy SEC Form 10-K for 1996, page 7."
1995,Chesapeake Energy,CHK,1,Investor-owned Company,Chesapeake Energy,Oil & NGL,1.139,Million bbl/yr,0.423056055,0.006745473,0.001621402,0,0.022785095,0.03115197,0.454208025,"Chesapeake Energy SEC Form 10-K for 1996, page 7."
1996,Chesapeake Energy,CHK,1,Investor-owned Company,Chesapeake Energy,Oil & NGL,1.413,Million bbl/yr,0.524827221,0.008368177,0.002011449,0,0.028266321,0.038645947,0.563473168,"Chesapeake Energy SEC Form 10-K for 1996, page 7."
1997,Chesapeake Energy,CHK,1,Investor-owned Company,Chesapeake Energy,Oil & NGL,2.77,Million bbl/yr,1.028854496,0.016404706,0.003943181,0,0.055412391,0.075760278,1.104614774,"Chesapeake Energy SEC Form 10-K for 1998, page 3."
